;strRazaoSocial;strNomeFantasia;NumeroCNPJ;RadicalCNPJ;CNAEPrincipal;DescCNAEPrincipal;RazaoSocialRFB;NomeFantasiaRFB;CodigoFornecedor
5618;PAULISTA-SERVIÇOS DE RECEBIMENTOS E PAGAMENTOS LTD;PSERV;15245499000174;15245499;8291100;ATIVIDADES DE COBRANÇA E INFORMAÇÕES CADASTRAIS;PAULISTA - SERVICOS DE RECEBIMENTOS E PAGAMENTOS LTDA;;1980
5620;RONTA COMERCIAL LTDA;RONTA COMERCIAL;26583542000128;26583542;4744099;COMÉRCIO VAREJISTA DE MATERIAIS DE CONSTRUÇÃO EM GERAL;RONTA COMERCIAL LTDA.;RONTA;1981
5621;GARTHEN INDUSTRIA E COMERCIO DE MAQUINAS LTDA;MOTOMIL COMPRESSORES;82981721000194;82981721;2833000;FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS PARA A AGRICULTURA E PECUÁRIA, PEÇAS E ACESSÓRIOS, EXCETO PARA IRRIGAÇÃO;GARTHEN INDUSTRIA E COMERCIO DE MAQUINAS LTDA;;1982
5624;SUMAR ESCOLA PROFISSIONALIZANTE LTDA ME;EVOLUTE;29101640000170;29101640;;;;;1983
5625;COFRA LATIN AMERICA LTDA.;COFRA LATIN AMERICA LTDA.;05236528000188;05236528;7020400;ATIVIDADES DE CONSULTORIA EM GESTÃO EMPRESARIAL, EXCETO CONSULTORIA TÉCNICA ESPECÍFICA;COFRA LATIN AMERICA LTDA.;;1984
5627;SOLPAC INOVA TECNOLOGY LTDA;FAZ PRESTACAO DE SERVICOS DE CONSTRUCAO EM GERAL;10853623000160;10853623;4330403;OBRAS DE ACABAMENTO EM GESSO E ESTUQUE;FAZ PRESTACAO DE SERVICOS DE CONSTRUCAO EM GERAL LTDA - ME;FAZ PRESTACAO DE SERVICOS DE CONSTRUCAO EM GERAL;1985
5628;MAGAZINE LUIZA S/A;MAGAZINE LUIZA;47960950119951;47960950;;;;;1986
5631;ALEXANDER PHILADELPHO BEZERRA DA SILVA;SECRETARIA DA EDUCACAO EM SOFTWARES E CENTRAL DE C;22211962000122;22211962;;;;;1987
5640;C&S BRASIL PUBLICIDADE LTDA;BRASIL DIGITAL NEGOCIOS EMPRESARIAIS;29786626000157;29786626;;;;;1988
5641;AMERICAN GROUP SOLUCOES LTDA EPP;AMERICAN GROUP CONSULTORIA;11035366000112;11035366;8291100;ATIVIDADES DE COBRANÇA E INFORMAÇÕES CADASTRAIS;TECH CREDIT ASSESSORIA DE CREDITO LTDA EPP;TECH CREDIT;1989
5644;RP RECUPERADORA DE PARA-CHOQUE E COMERCIO LTDA - M;RP RECUPERADORA;10490201000178;10490201;6920601;ATIVIDADES DE CONTABILIDADE;RECEITA ESCRITORIO DE CONTABILIDADE LTDA;RECEITA ESCRITORIO DE CONTABILIDADE;1990
5647;MEGA JÓIAS LTDA;MEGA JÓIAS;02511774000102;02511774;4783101;COMÉRCIO VAREJISTA DE ARTIGOS DE JOALHERIA;MEGA JOIAS LTDA - ME;MEGA JOIAS;1991
5658;SONO QUALITY;SONO QUALITY;15612543000137;15612543;4754702;COMÉRCIO VAREJISTA DE ARTIGOS DE COLCHOARIA;N. A. ELOI - COLCHOES TERAPEUTICOS - ME;SONO - QUALITY;1992
5659;NEXTEL TELECOMUNICAÇÕES LTDA - AOP;NEXTEL TELECOMUNICAÇÕES LTDA - AOP;66970229000167;66970229;6120502;SERVIÇO MÓVEL ESPECIALIZADO - SME;NEXTEL TELECOMUNICACOES LTDA.;;1993
5664;LEO SERVICOS DE ACABAMENTO NA CONSTRUCAO CIVIL;CASA NOVA;11402530000182;11402530;4330499;OUTRAS OBRAS DE ACABAMENTO DA CONSTRUÇÃO;LEO SERVICOS DE ACABAMENTO NA CONSTRUCAO CIVIL LTDA;CASA NOVA;1994
5667;AFFRECO REPRESENT. COM, CONSULT. E CORRET SEGURO;AFFRECO REPRESENT. COM, CONSULT. E CORRET SEGURO;53723235000178;53723235;4618499;OUTROS REPRESENTANTES COMERCIAIS E AGENTES DO COMÉRCIO ESPECIALIZADO EM PRODUTOS NÃO ESPECIFICADOS ANTERIORMENTE;AFFRECO REPRESENTACOES COMERCIAIS, CONSULTORIA E CORRETORA DE SEGUROS LTDA. - EPP;;1995
5670;METALURGICA MOR S/A;MOR CASA E LAZER;95422218000140;95422218;2593400;FABRICAÇÃO DE ARTIGOS DE METAL PARA USO DOMÉSTICO E PESSOAL;METALURGICA MOR SA;;1996
5671;CCONTINENTAL BRASIL INDUSTRIA AUTOMOTIVA LTDA;CONTINENTAL BRASIL;48754139000157;48754139;2945000;FABRICAÇÃO DE MATERIAL ELÉTRICO E ELETRÔNICO PARA VEÍCULOS AUTOMOTORES, EXCETO BATERIAS;CONTINENTAL BRASIL INDUSTRIA AUTOMOTIVA LTDA;CONTINENTAL BRASIL;1997
5672;GREEN VILLE COMERCIO DE VEICULOS LTDA.;GREEN VILLE;24526123000471;24526123;;;;;1998
5674;CALHAS PÉROLA;CALHAS PÉROLA;10367600000146;10367600;2532201;PRODUÇÃO DE ARTEFATOS ESTAMPADOS DE METAL;CALHAS PEROLA LTDA;CALHAS PEROLA;1999
5675;BRASPRESS TRANSPORTES URGENTES LTDA;BRASPRESS;48740351008220;48740351;4930202;TRANSPORTE RODOVIÁRIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANÇAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL;BRASPRESS TRANSPORTES URGENTES LTDA;BRASPRESS;2000
5676;LOJAS COLOMBO S/A COM. DE UTIL. DOMÉSTICAS;LOJAS COLOMBO;89848543046169;89848543;4753900;COMÉRCIO VAREJISTA ESPECIALIZADO DE ELETRODOMÉSTICOS E EQUIPAMENTOS DE ÁUDIO E VÍDEO;LOJAS COLOMBO SA COMERCIO DE UTILIDADES DOMESTICAS;LOJAS COLOMBO;2001
5677;COELHO AUTOMOVEIS LTDA ME;COELHO AUTOMOVEIS;01657374000147;01657374;4511102;COMÉRCIO A VAREJO DE AUTOMÓVEIS, CAMIONETAS E UTILITÁRIOS USADOS;COELHO AUTOMOVEIS LTDA  - ME;;2002
5679;BMC SERVICOS DE ESCRITORIO LTDA;MARMORARIA CARLOS LTDA;04386283000102;04386283;4751201;;HODIE INFORMATICA LTDA. - ME;HODIE INFORMATICA;2003
5680;JOSÉ JOSIVAN ARAGÃO;ARAGÃO TRANSPORTES;10457419000120;10457419;4930202;TRANSPORTE RODOVIÁRIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANÇAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL;JOSE JOSIVAN ARAGAO ME;ARAGAO TRANSPORTES;2004
5681;NOVO MUNDO;NOVO MUNDO;13530973008754;13530973;;;;;2005
5690;UNIMED DE BLUMENAU - COOPERATIVA DE TRABALHO MÉDIC;UNIMED BLUMENAU;82624776000147;82624776;6550200;PLANOS DE SAÚDE;UNIMED DE BLUMENAU COOPERATIVA DE TRABALHO MEDICO;UNIMED SC BLUMENAU;2006
5691;THOR AUTO PECAS E SERVICOS EIRELI;THOR AUTO PECAS;32785451000178;32785451;;;;;2007
5692;A. R. DE SOUZA & CIA LTDA;TRUE SEMINOVOS;18016372000171;18016372;4754701;COMÉRCIO VAREJISTA DE MÓVEIS;A. R. DE SOUZA & CIA LTDA - ME;ARS UTILIDADES;2008
5693;INVIOLAVEL MATO GROSSO LTDA;CS ENERGIA SOLAR;27245573000131;27245573;;;;;2009
5694;VANIA VELOSO TRANIM;SOL COLCHOES;02997733000178;02997733;4754702;COMÉRCIO VAREJISTA DE ARTIGOS DE COLCHOARIA;VANIA VELOSO TRANIM - ME;SOL COLCHOES;2010
5698;L.R.A EMPREENDIMENTOS EDUCACIONAIS LTDA;INSTITUTO AKAN TREINAMENTOS PROFISSIONAIS;31439742000141;31439742;;;;;2011
5702;L.G.M ALARMES E MONITORAMENTO LTDA;ECCELLENZA SOLUÇÕES EM SEGURANÇA;02066129000128;02066129;4759899;COMÉRCIO VAREJISTA DE OUTROS ARTIGOS DE USO DOMÉSTICO NÃO ESPECIFICADOS ANTERIORMENTE;L.G.M. ALARMES E MONITORAMENTO LTDA - EPP;;2012
5707;CEFAD  - FORMAÇÃO PROFISSIONAL LTA - ME;CEFAD BRASIL;09613460000160;09613460;8541400;EDUCAÇÃO PROFISSIONAL DE NÍVEL TÉCNICO;CEFAD - FORMACAO PROFISSIONAL LTDA;;2013
5710;ATS VIAGENS E TURISMO LTDA;ATS VIAGENS E TURISMO LTDA;26203213000104;26203213;;;;;2014
5712;CLEO GOMES CANDIDO ME;ZEZ STORE;12422335600028;12422335;;;;;2015
5715;JOY POOL IND. E. COM.DE PISCINAS EIRELI;JOY POOL IND. E. COM.DE PISCINAS EIRELI;34316922000124;34316922;;;;;2016
5717;PIT STOP;OHASHI E ARRUDA LTDA;06102103000149;06102103;4530703;COMÉRCIO A VAREJO DE PEÇAS E ACESSÓRIOS NOVOS PARA VEÍCULOS AUTOMOTORES;OHASHI & ARRUDA LTDA-ME;PIT STOP SOM;2017
5718;MICHELI DE SOUZA PONTES;SPAZIO OROFACIAL;30311398000148;30311398;;;;;2018
5723;A D MAGALHAES SERVICOS E ASSESSORIA;GRUPO WORK;40016876000140;40016876;;;;;2019
5724;PRT-3 CLINICA ODONTOLOGICA LTDA;ODONTOCLINIC;14309930000136;14309930;8630504;ATIVIDADE ODONTOLÓGICA COM RECURSOS PARA REALIZAÇÃO DE PROCEDIMENTOS CIRÚRGICOS;PRT-3 CLINICA ODONTOLOGICA LTDA;ODONTOCLINIC;2020
5742;POSTO RIO MARINHO LTDA - ME;POSTO BRAUN;20812127000112;20812127;;;;;2021
5745;BANESTES S/A BANCO DO ESTADO DO ESPÍRITO SANTO;BANESTES/BANESCARD VISA E MASTERCARD;28127603000178;28127603;6422100;BANCOS MÚLTIPLOS, COM CARTEIRA COMERCIAL;BANESTES SA BANCO DO ESTADO DO ESPIRITO SANTO;BANESTES;2022
5751;BANCORP FOMENTO LTDA;BANCORP FOMENTO LTDA;05487257000133;05487257;6491300;SOCIEDADES DE FOMENTO MERCANTIL - FACTORING;BANCORP FOMENTO LTDA;;2023
5756;PAM COMEX - COMERCIO DE ELETRO ELETRONICOS IMPORTA;PAM COMEX IMPORTADORA;17098744000193;17098744;4511101;COMÉRCIO A VAREJO DE AUTOMÓVEIS, CAMIONETAS E UTILITÁRIOS NOVOS;PAM COMEX - COMERCIO DE ELETRO ELETRONICOS IMPORTACAO E EXPORTACAO LTDA;PAM COMEX IMPORTADORA;2024
5778;DG CONSTRUTORA E INCORPORADORA LTDA;DG CONSTRUTORA E INCORPORADORA LTDA;09054565000126;09054565;4110700;INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS;DG CONSTRUTORA E INCORPORADORA LTDA.  - ME;;2025
5779;IBRA;IBRA;23805137000119;23805137;;;;;2026
5782;WOLLICK PRESTADPRA DE SERVICOS DE TERRAPLANAGEM;WOLLICK PRESTADPRA DE SERVICOS DE TERRAPLANAGEM;10895205000136;10895205;4930202;TRANSPORTE RODOVIÁRIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANÇAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL;WOLLICK PRESTADORA DE SERVICOS DE TERRAPLANAGEM LTDA;;2027
5783;ACADEMIA CULTURAL FITNESS LTDA;ACADEMIA CULTURAL FITNESS LTDA;29716994000129;29716994;;;;;2028
5787;ELETROREIS;ELETROREIS;19948008000102;19948008;;;;;2029
5798;ELGIN INDUSTRIAL DA AMAZONIA LTDA.;CANON DO BRASIL;14200166000166;14200166;2829199;FABRICAÇÃO DE OUTRAS MÁQUINAS E EQUIPAMENTOS DE USO GERAL NÃO ESPECIFICADOS ANTERIORMENTE, PEÇAS E ACESSÓRIOS;ELGIN INDUSTRIAL DA AMAZONIA LTDA;;2030
5804;BRASLAR DO BRASIL LTDA;BRASLAR DO BRASIL LTDA;04016420000117;04016420;2751100;FABRICAÇÃO DE FOGÕES, REFRIGERADORES E MÁQUINAS DE LAVAR E SECAR PARA USO DOMÉSTICO, PEÇAS E ACESSÓRIOS;BRASLAR DO BRASIL LTDA;;2031
5806;MIDEA DO BRASIL - AR CONDICIONADO - S.A.;MIDEA DO BRASIL - AR CONDICIONADO - S.A.;09115657000500;09115657;4669999;COMÉRCIO ATACADISTA DE OUTRAS MÁQUINAS E EQUIPAMENTOS NÃO ESPECIFICADOS ANTERIORMENTE PARTES E PEÇAS;MIDEA DO BRASIL - AR CONDICIONADO - S.A.;;2032
5812;RESERVA ADMINISTRADORA DE CONSORCIO LTDA;RESERVA ADMINISTRADORA DE CONSORCIO LTDA;28904092000153;28904092;6493000;ADMINISTRAÇÃO DE CONSÓRCIOS PARA AQUISIÇÃO DE BENS E DIREITOS;RESERVA ADMINISTRADORA DE CONSORCIO LTDA - EPP;CONSORCIO RESERVA;2033
5819;ASSOCIAÇÃO MONTE CRISTO CLUBE DE BENEFICIOS;MONTE CRISTO CLUBE DE BENEFICIOS;28685330000187;28685330;;;;;2034
5833;IPCORP SERVICOS EMPRESARIAIS S.A.;IPCORP 91 TELECOM S.A.;05136133000103;05136133;6204000;CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO;IPCORP SERVICOS EMPRESARIAIS SA;;2035
5834;SOUZA & SOUZA FORMATURAS LTDA - ME;UNNIKA FORMATURAS;20284008000134;20284008;;;;;2036
5838;TENDENCIA INFORMACOES E SISTEMAS LTDA;TENDENCIA INFORMACOES E SISTEMAS LTDA;00896571000156;00896571;4789099;COMÉRCIO VAREJISTA DE OUTROS PRODUTOS NÃO ESPECIFICADOS ANTERIORMENTE;TENDENCIA INFORMACOES E SISTEMAS LTDA;TENDENCIA INFORMACOES E SISTEMAS;2037
5849;BANCO YAMAHA MOTOR DO BRASIL S.A.;BANCO YAMAHA;10371492000185;10371492;6431000;BANCOS MÚLTIPLOS, SEM CARTEIRA COMERCIAL;BANCO YAMAHA MOTOR DO BRASIL S.A.;;2038
5850;BANCO BRADESCO FINANCIAMENTOS S.A.;BANCO BRADESCO FINANCIAMENTOS S.A.;07207996001989;07207996;6422100;BANCOS MÚLTIPLOS, COM CARTEIRA COMERCIAL;BANCO BRADESCO FINANCIAMENTOS S.A.;;2039
5857;EMPREENDIMENTOS PAGUE MENOS S/A;FARMACIA PAGUE MENOS;06626253052976;06626253;4771701;COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, SEM MANIPULAÇÃO DE FÓRMULAS;EMPREENDIMENTOS PAGUE MENOS S/A;FARMACIA PAGUE MENOS;2040
5862;WAM BRASIL NEGOCIOS INTELIGENTES S.A;WAM BRASIL;17919649000456;17919649;;;;;2041
5873;B MAIA COMERCIAL & LOG 11 LTDA;BRUNO ELETROMOVEIS;24120761000307;24120761;;;;;2042
5876;C.D.R. INFORMÁTICA E SERVIÇOS S/S LTDA.;DATACOMPANY;01967356000161;01967356;8599603;TREINAMENTO EM INFORMÁTICA;C.D.R. INFORMATICA E SERVICOS S/S LTDA - ME;;2043
5877;FLAVIA FERREIRA MARTINS VENDAS ONLINE;FLAVIA FERREIRA MARTINS VENDAS ONLINE;35805185000196;35805185;;;;;2044
5891;VALEC DISTRIBUIDORA DE VEÍCULOS LTDA;VALEC;02449871000112;02449871;4511101;COMÉRCIO A VAREJO DE AUTOMÓVEIS, CAMIONETAS E UTILITÁRIOS NOVOS;VALEC DISTRIBUIDORA DE VEICULOS LTDA;VALEC DISTRIBUIDORA;2045
5896;PLATINUM MOTOS LTDA;PLATINUM MOTOS LTDA;10780787000105;10780787;4541201;COMÉRCIO POR ATACADO DE MOTOCICLETAS E MOTONETAS;JT COMERCIAL DE MOTOS LTDA;JT COMERCIAL DE MOTOS LTDA;2046
5907;M M DA SILVA RELOGIOS;ASSISTENCIA TECNICA HORA CERTA;01530544000128;01530544;9529103;REPARAÇÃO DE RELÓGIOS;M M DA SILVA RELOGIOS ME;ASSISTENCIA TECNICA HORA CERTA;2047
5913;C&A RIO TAPAJÓS SHOPPING;C&A - SHOPPING;45242914035073;45242914;;;;;2048
5914;BANCO DO BRASIL S.A;AGÊNCIA 0130-9;00000000013099;00000000;6421200;BANCOS COMERCIAIS;BANCO DO BRASIL SA;SANTAREM EST UNIF;2049
5917;BANCO SICREDI;BANCO SICREDI;26555235000648;26555235;6424703;COOPERATIVAS DE CRÉDITO MÚTUO;;;2050
5922;ARARA AZUL TURISMO LTDA;ARARA AZUL TURISMO;13125913000186;13125913;4929902;TRANSPORTE RODOVIÁRIO COLETIVO DE PASSAGEIROS, SOB REGIME DE FRETAMENTO, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL;ARARA AZUL TURISMO LTDA ME;ARARA AZUL TURISMO;2051
5925;LOJAS SIMONETTI LTDA;MÓVEIS SIMONETTI-LINHARES/CENTRO;31743818000802;31743818;4754701;COMÉRCIO VAREJISTA DE MÓVEIS;LOJAS SIMONETTI LTDA;;2052
5927;RADAC IMPORT. E DISTRIBUIDORA LTDA.;RADAC IMPORT. E DISTRIBUIDORA LTDA.;08900095000373;08900095;4693100;COMÉRCIO ATACADISTA DE MERCADORIAS EM GERAL, SEM PREDOMINÂNCIA DE ALIMENTOS OU DE INSUMOS AGROPECUÁRIOS;MACROPORT INTERNACIONAL LTDA;;2053
5928;LIRA BAHIA ELETRO MOVEIS LTDA;CASAS DIAS (BAHIAMOVEIS);40699315000193;40699315;;;;;2054
5932;INSTITUTO MENDONCA DA COSTA EDUCACIONAL LTDA;IMEC EDUCACIONAL;00327824000170;00327824;8520100;ENSINO MÉDIO;INSTITUTO MENDONCA DA COSTA EDUCACIONAL LTDA - ME;IMEC EDUCACIONAL;2055
5936;CAIXA VIDA E PREVIDÊNCIA;CAIXA VIDA E PREVIDÊNCIA;03730204000176;03730204;6542100;PREVIDÊNCIA COMPLEMENTAR ABERTA;CAIXA VIDA E PREVIDENCIA S/A;CAIXA VIDA E PREVIDENCIA S/A;2056
5948;D. DOS.S. MORAES;ADM CONSTRUÇÕES E PISCINAS;34397921000151;34397921;;;;;2057
5949;UNITED ELECTRIC APPLIANCES INDUSTRIA E COMERCIO LTDA;GREE DO BRASIL;02736480000189;02736480;4649401;COMÉRCIO ATACADISTA DE EQUIPAMENTOS ELÉTRICOS DE USO PESSOAL E DOMÉSTICO;UNITED ELECTRIC APPLIANCES INDUSTRIA E COMERCIO LTDA;GREE DO BRASIL;2058
5950;RTS COMERCIO DE VEICULOS LTDA;TCHOY MOTORS;10908472000109;10908472;4511101;COMÉRCIO A VAREJO DE AUTOMÓVEIS, CAMIONETAS E UTILITÁRIOS NOVOS;RTS COMERCIO DE VEICULOS LTDA;TCHOY MOTORS;2059
5956;CONFORTO REDE COMERCIAL DE COLCHÕES LTDA;CONFORTO;61522850011260;61522850;;;;;2060
5958;ESPAÇOLASER DEPILAÇÃO;ESPAÇOLASER DEPILAÇÃO;13357598000201;13357598;;;;;2061
5959;HARMAN DO BRASIL IND. ELETRONICA E PARTICIPAÇÕES L;HARMAN DO BRASIL IND. ELETRONICA E PARTICIPAÇÕES L;88315379000170;88315379;2640000;FABRICAÇÃO DE APARELHOS DE RECEPÇÃO, REPRODUÇÃO, GRAVAÇÃO E AMPLIFICAÇÃO DE ÁUDIO E VÍDEO;HARMAN DO BRASIL INDUSTRIA ELETRONICA E PARTICIPACOES LTDA;;2062
5961;UNICESUMAR - CESUMAR CTO DE ENS. SUPER DE MARINGÁ;UNICESUMAR - CESUMAR CTO DE ENS. SUPER DE MARINGÁ;79265617000199;79265617;8532500;EDUCAÇÃO SUPERIOR - GRADUAÇÃO E PÓS-GRADUAÇÃO;CESUMAR - CENTRO DE ENSINO SUPERIOR DE MARINGA LTDA;CESUMAR;2063
5962;MHNET TELECOMUNICACOES LTDA;MHNET;05245502002069;05245502;;;;;2064
5968;TAVARNARO & CIA LTDA;TAVARNARO CONSULTORIA IMOBILIARIA;13223415000176;13223415;6821801;CORRETAGEM NA COMPRA E VENDA E AVALIAÇÃO DE IMÓVEIS;TAVARNARO & CIA LTDA;;2065
5981;OLN EDUCAÇÃO PROFISSIONAL EIRELI ME;OLN EDUCAÇÃO - EURODATA;18222432000102;18222432;4761001;COMÉRCIO VAREJISTA DE LIVROS;O L N - EDUCACAO PROFISSIONAL - EIRELI - ME;;2066
5984;ALK VEICULOS EIRELI;ALK VEICULOS;28664323000107;28664323;;;;;2067
6000;DB S.A COMERCIO DE MOVEIS E ELETRODOMESTICOS;LOJAS BERLANDA;09313141000139;09313141;4753900;COMÉRCIO VAREJISTA ESPECIALIZADO DE ELETRODOMÉSTICOS E EQUIPAMENTOS DE ÁUDIO E VÍDEO;DB S.A COMERCIO DE MOVEIS E ELETRODOMESTICOS;;2068
6004;SOLUÇÕES PROMOTORA E SERVIÇOS EIRELI;SOLUÇÕES PROMOTORA E SERVIÇOS EIRELI;27447295000103;27447295;;;;;2069
6009;FOR MEN - ARMAZEM 241 LTDA ME;FOR MEN - ARMAZEM 241 LTDA;08929510000150;08929510;4781400;COMÉRCIO VAREJISTA DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS;ARMAZEM 241 LTDA;FOR MEN CLASSIC;2070
6017;MAGAZINE LUIZA S/A;MAGAZINE LUIZA S/A;47960950130769;47960950;;;;;2071
6021;BANCO DO BRASIL S.A.;BANCO DO BRASIL S.A.;00000000391441;00000000;6421200;BANCOS COMERCIAIS;BANCO DO BRASIL SA;OXFORD SAO BENTO DO SUL SC;2072
6024;FEIRÃO DO MÓVEIS LTDA;FEIRÃO DO MÓVEIS LTDA;08889573005512;08889573;;;;;2073
6026;MOTUS COMERCIO DE VEICULOS E MOTOS LTDA;COVEL MOTOS;12726966000602;12726966;;;;;2074
6030;GAZIN IND E COM MOV E ELETROD LTDA;GAZIN IND E COM MOV E ELETROD LTDA;77941490007400;77941490;4754701;COMÉRCIO VAREJISTA DE MÓVEIS;GAZIN INDUSTRIA E COMERCIO DE MOVEIS E ELETRODOMESTICOS LTDA;MOVEIS GAZIN;2075
6034;ESCOLA MAPPE-MODERNA ASSOCIAÇÃO PONTAPORANENSE DE;ESCOLA MAPPE;01573096000140;01573096;8512100;EDUCAÇÃO INFANTIL - PRÉ-ESCOLA;ESCOLA MAPPE - MODERNA ASSOCIACAO PONTAPORANENSE DE ENSINO LTDA;ESCOLA MAPPE;2076
6059;FORCE ONE ACADEMIA;FORCE ONE ACADEMIA;24395830000476;24395830;;;;;2077
6061;SOCOCO SA INDUSTRIAS ALIMENTÍCIAS;SOCOCO;12285276000142;12285276;1069400;MOAGEM E FABRICAÇÃO DE PRODUTOS DE ORIGEM VEGETAL NÃO ESPECIFICADOS ANTERIORMENTE;SOCOCO SA INDUSTRIAS ALIMENTICIAS;SOCOCO;2078
6062;VIDRA LIMEIRA COMERCIO DE VIDROS E ALUMÍNIO LTDA;VIDRA LIMEIRA COMERCIO DE VIDROS E ALUMÍNIO LTDA;40920348000111;40920348;;;;;2079
6064;OTICAS PROVISAO LTDA;OTICAS PROVISAO;06989010000188;06989010;4774100;COMÉRCIO VAREJISTA DE ARTIGOS DE ÓPTICA;CHEMIN & LIMA LTDA. ME;OTICAS PROGRESSIV;2080
6067;RENANTUR LTDA;MARETUR TURISMO;21776231000161;21776231;;;;;2081
6068;ORANGE CUSTOM GARAGE;ORANGE CUSTOM GARAGE;19696169000156;19696169;;;;;2082
6070;CRIARE AMBIENTES;CRIARE AMBIENTES;36633026000114;36633026;;;;;2083
6071;BOXTOP DO BRASIL ELEVADORES LTDA;BOXTOP DO BRASIL ELEVADORES LTDA;03726402000166;03726402;2822402;FABRICAÇÃO DE MÁQUINAS, EQUIPAMENTOS E APARELHOS PARA TRANSPORTE E ELEVAÇÃO DE CARGAS, PEÇAS E ACESSÓRIOS;BOXTOP DO BRASIL ELEVADORES LTDA. EPP;;2084
6077;SANDIM E OLIVEIRA LTDA;CLAJU SPORT;03431497000190;03431497;4763602;COMÉRCIO VAREJISTA DE ARTIGOS ESPORTIVOS;SANDIM & OLIVEIRA LTDA - EPP;CLAJU SPORT;2085
6079;FIBER HOUSE;FIBER HOUSE;31334427000150;31334427;;;;;2086
6080;J. ALBERTO DA SILVA EIRELI;FORTALEZA DISTRIBUIDORA DE PECAS E ACESSORIOS;11071401000159;11071401;4530701;COMÉRCIO POR ATACADO DE PEÇAS E ACESSÓRIOS NOVOS PARA VEÍCULOS AUTOMOTORES;J. ALBERTO DA SILVA EIRELI - ME;FORTALEZA DISTRIBUIDORA DE PECAS E ACESSORIOS;2087
6090;WINNER CIRCLE AUTO PARTS;WINNER CIRCLE AUTO PARTS;09600411000192;09600411;7490104;ATIVIDADES DE INTERMEDIAÇÃO E AGENCIAMENTO DE SERVIÇOS E NEGÓCIOS EM GERAL, EXCETO IMOBILIÁRIOS;LEMES DE TOLEDO & CIA LTDA - ME;WINNER CIRCLE;2088
6093;RCI BRASIL PRESTACAO SERVICOS DE INTERCAMBIO LTDA;RCI WEEKS;67369769000314;67369769;8299799;OUTRAS ATIVIDADES DE SERVIÇOS PRESTADOS PRINCIPALMENTE ÀS EMPRESAS NÃO ESPECIFICADAS ANTERIORMENTE;RCI BRASIL - PRESTACAO DE SERVICOS DE INTERCAMBIO LTDA.;;2089
6101;KATTO INDUSTRIA, COMERCIO E SERVICOS EIRELI;KATTO SERVICOS E COMERCIO;30197702000178;30197702;;;;;2090
6103;SILVIO DO NASCIMENTO RODRIGUES EIRELI -;VIA AGRICOLA INSUMOS;00091126000119;00091126;4712100;COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS;SILVIO DO NASCIMENTO RODRIGUES - ME;MERCEARIA CENTRAL;2091
6110;EB COMERCIO DE ELETRODOMESTICOS LTDA;ELETROKASA;14939270004164;14939270;4754701;COMÉRCIO VAREJISTA DE MÓVEIS;EB COMERCIO DE ELETRODOMESTICOS LTDA;ELETROKASA;2092
6111;FAI - FINANCEIRA AMERICANAS ITAU S.A. CREDITO FINANCIAMENTO E INVESTIMENTO;FAI FINANCEIRA ITAÚ S.A (TAIÍ);07221678000143;07221678;6436100;SOCIEDADES DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO - FINANCEIRAS;ITAU UNIBANCO FINANCEIRA S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO;;2093
6112;VIA VAREJO S/A;PONTO FRIO RONDONOPOLIS;33041260026040;33041260;4713001;LOJAS DE DEPARTAMENTOS OU MAGAZINES;VIA VAREJO S/A;PONTO FRIO;2094
6131;CONNECTPARTS COMÉRCIO DE PEÇAS E ACESSÓRIOS AUTOMO;DAKOTAPARTS;08677036000116;08677036;4530703;COMÉRCIO A VAREJO DE PEÇAS E ACESSÓRIOS NOVOS PARA VEÍCULOS AUTOMOTORES;DAKOTAPARTS COMERCIO DE PECAS E ACESSORIOS AUTOMOTORES S.A.;DAKOTAPARTS;2095
6135;COLEGIO MEGA LTDA;COLEGIO MEGA LTDA;05252898000109;05252898;8512100;EDUCAÇÃO INFANTIL - PRÉ-ESCOLA;COLEGIO MEGA LTDA;ESCOLA MEGA;2096
6136;F. DE ANDRADE PEREIRA - E-COMMERCE;F. DE ANDRADE PEREIRA - E-COMMERCE;31396376000190;31396376;;;;;2097
6144;FERNANDA LOPES CUNHA MEI;MOVEIS CUNHA NOVOS E USADOS;28759605000180;28759605;;;;;2098
